project_id;id;priority;status;short_desc;type;Reliability;Maintainability;Usability;Portability;Security;Performance;Other
ECLIPSE_PROJECT-231;ECLIPSE-20473;enhancement;RESOLVED;[Contributions] Better log message when menu paths incorrect;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-232;ECLIPSE-6409;minor;RESOLVED;node selection in package view;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-233;ECLIPSE-4736;normal;RESOLVED;Fix printing (1GFW2CW);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-234;ECLIPSE-20126;normal;RESOLVED;Same exception sometimes logged twice StorageDocumentProvider;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-235;ECLIPSE-20877;normal;RESOLVED;Update classpath adds runtime library to projects build path;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-236;ECLIPSE-4443;normal;RESOLVED;Layout: Exceptions when horizontalSpan > remaining columns (1FFC6XZ);Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-237;ECLIPSE-6697;normal;RESOLVED;Vertical Ruler isnt accessible;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-238;ECLIPSE-18990;major;RESOLVED;[Navigator] Add Task disabled in Navigator when a file is selected;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-239;ECLIPSE-7888;enhancement;RESOLVED;SWT: *NEED* a way to scroll the StyledText widget hor & ver by a specified # of pixels;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-240;ECLIPSE-10465;minor;RESOLVED;org.eclipse.swt.graphics.Image Documentaton;Other;0;0;0;0;0;0;1
ECLIPSE_PROJECT-241;ECLIPSE-9852;normal;RESOLVED;StringMatcher does not match more than *.(extension);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-242;ECLIPSE-6159;normal;RESOLVED;workbech hangs using us_intl keyboard layout;Performance;0;0;0;0;0;1;0
ECLIPSE_PROJECT-243;ECLIPSE-2071;normal;RESOLVED;[View Mgmt] unnecessary activation when deactivating editor (1GE4Z3E);Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-244;ECLIPSE-22448;normal;RESOLVED;CoolBar - deleting first item in row does unnecessary collapse/expand of row;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-245;ECLIPSE-21696;normal;RESOLVED;StyledText - RTF transfer codepage encoding;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-246;ECLIPSE-20354;normal;RESOLVED;GP when attempt to check out SWT from repository;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-247;ECLIPSE-16976;enhancement;RESOLVED;Next/Prev Problem buttons should be disabled when no problems?;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-248;ECLIPSE-16775;normal;RESOLVED;TableTree.setSelection/showItem fails for deeply nested items;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-249;ECLIPSE-17275;normal;RESOLVED;Move: Update reference checkbox disabled;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-250;ECLIPSE-5386;normal;RESOLVED;StyledText (bidi) - performance improvements;Performance;0;0;0;0;0;1;0
ECLIPSE_PROJECT-251;ECLIPSE-20792;normal;RESOLVED;sometimes resize callback is not sent to the shell when the shell is not visible;Reliability;1;0;0;0;0;0;0
ECLIPSE_PROJECT-252;ECLIPSE-16606;normal;RESOLVED;Property sheet does not refresh when you create a new element;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-253;ECLIPSE-21794;major;RESOLVED;organize impors: should not touch files if it does not modify them;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-254;ECLIPSE-17848;normal;VERIFIED;F1 build JVM terminated Exit code 139;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-255;ECLIPSE-22994;trivial;RESOLVED;Choose Package subdialog of New Class dialog crashes if source dir is not on java build path  [dialogs];Reliability;1;0;0;0;0;0;0
ECLIPSE_PROJECT-256;ECLIPSE-22142;normal;RESOLVED;[Coolbar] Reset Perspective and original order bug;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-257;ECLIPSE-16883;critical;RESOLVED;Variable sorting changes unexpectedly;Reliability;1;0;0;0;0;0;0
ECLIPSE_PROJECT-258;ECLIPSE-21009;normal;RESOLVED;ArrayIndexOutOfBoundsException in CTabFolder;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-259;ECLIPSE-20379;critical;RESOLVED;PDE Manifest editor takes 300sec to open;Performance;0;0;0;0;0;1;0
ECLIPSE_PROJECT-260;ECLIPSE-15939;major;VERIFIED;KeyEvent character is not consistent between Linux and Windows;Reliability;1;0;0;1;0;0;0
ECLIPSE_PROJECT-261;ECLIPSE-7764;critical;RESOLVED;UI Dead Lock - IDE frozen;Performance;0;0;1;0;0;1;0
ECLIPSE_PROJECT-262;ECLIPSE-14743;normal;VERIFIED;Commenting code takes a long time;Maintainability;0;1;0;0;0;0;0
ECLIPSE_PROJECT-263;ECLIPSE-7150;normal;RESOLVED;StyledText - bidi - partial styling of ligatures bug;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-264;ECLIPSE-14856;normal;RESOLVED;[Editor Mgmt] Ctrl+Tab does not work in editors with multiple tabs;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-265;ECLIPSE-12874;normal;RESOLVED;Replace all is too slow;Performance;0;0;1;0;0;1;0
ECLIPSE_PROJECT-266;ECLIPSE-20795;minor;RESOLVED;Convert Line Delimiters is in different menu for java files;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-267;ECLIPSE-6940;major;RESOLVED;MenuShortcuts only respond to Ctrl-N;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-268;ECLIPSE-7458;normal;RESOLVED;WinCE - top level Shells created through Display.asyncexec can have incorrect Z-order;Reliability;1;0;0;0;0;0;0
ECLIPSE_PROJECT-269;ECLIPSE-15696;normal;RESOLVED;Icons in Java Browsing perspective views should be static;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-270;ECLIPSE-18622;major;VERIFIED;20020601build.  Search dialog does not close after file or help search.;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-271;ECLIPSE-23031;normal;RESOLVED;Package explorer does not update when input==package [package explorer];FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-272;ECLIPSE-7559;normal;RESOLVED;ScrollBar thumb is reset when ScrollBar is hidden then shown;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-273;ECLIPSE-17541;normal;VERIFIED;The Optional URL text field is invisible on Linux;FR;0;0;1;1;0;0;1
ECLIPSE_PROJECT-274;ECLIPSE-10090;major;RESOLVED;Cannot see Combo-box selection in DBCS locale;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-275;ECLIPSE-13592;enhancement;RESOLVED;API to allow access to the undo manager;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-276;ECLIPSE-6465;normal;RESOLVED;Code Assist does not work in front of comment;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-277;ECLIPSE-4968;normal;RESOLVED;Automatic Code Assist needs to be smarter #4;Other;0;0;0;0;0;0;1
ECLIPSE_PROJECT-278;ECLIPSE-14654;enhancement;VERIFIED;[typing] Single line selection on triple-click;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-279;ECLIPSE-14498;normal;RESOLVED;clipboards must be disposed;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-280;ECLIPSE-11349;enhancement;RESOLVED;Editor Tabs should fill to the right.;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-281;ECLIPSE-17982;enhancement;VERIFIED;Show  Text Hover should appear in preferences;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-282;ECLIPSE-20219;normal;RESOLVED;Run-time Workbench link shows bad problem dialog;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-283;ECLIPSE-4784;normal;RESOLVED;MIF Files sometime fail (1GI7H7V);Reliability;1;0;0;0;0;0;0
ECLIPSE_PROJECT-284;ECLIPSE-17826;enhancement;VERIFIED;[Wizards] New folder wizard is very large if you are creating the folder in a container with a very long path;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-285;ECLIPSE-17066;trivial;RESOLVED;Mnemonic collision in Edit menu;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-286;ECLIPSE-15295;normal;RESOLVED;Packages view: When working set is selected cant expand compilation units;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-287;ECLIPSE-20316;enhancement;RESOLVED;little yellow boxes in the right side of editor to show occurances of search string;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-288;ECLIPSE-4755;normal;RESOLVED;Rebuilding launcher from another directory (1GGNRG0);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-289;ECLIPSE-17705;normal;VERIFIED;Java Editor: source context menu should use separators;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-290;ECLIPSE-21598;normal;RESOLVED;StyledText - setFont enables caret when it was disabled;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-291;ECLIPSE-13972;normal;RESOLVED;Help does not launches properly with IE 6 in  Turkish Locale;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-292;ECLIPSE-19720;major;RESOLVED;Coolbar - getPreferredSize problem (was getClientArea problem);FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-293;ECLIPSE-15370;normal;VERIFIED;[misc] Files with non-platform line termination must be flagged;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-294;ECLIPSE-17372;normal;RESOLVED;SWT button doesnt lose focus in a MultiPageEditorPart;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-295;ECLIPSE-8396;major;RESOLVED;WINCE: Menu bar obscures control when control location is 0;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-296;ECLIPSE-8397;normal;RESOLVED;WINCE: Menu item colors dont match menu bar;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-297;ECLIPSE-8410;normal;RESOLVED;black color become transparent in ToolBar images;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-298;ECLIPSE-8412;normal;RESOLVED;WINCE: Background color of buttons looks wrong;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-299;ECLIPSE-8503;normal;RESOLVED;StyledText - cheese if resize in word wrap tries to keep partial top line;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-300;ECLIPSE-8521;enhancement;RESOLVED;StyledText: block select mode;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-301;ECLIPSE-8526;blocker;RESOLVED;Eclipse stalls after displaying logo;FR;0;0;1;0;0;1;1
ECLIPSE_PROJECT-302;ECLIPSE-8542;minor;RESOLVED;close perspective with mouse doesnt possible;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-303;ECLIPSE-8547;normal;RESOLVED;Intellimouse scrolling does not work in eclipse;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-304;ECLIPSE-8640;major;RESOLVED;GP: opening Synchronization perspective;Other;0;0;0;0;0;0;1
ECLIPSE_PROJECT-305;ECLIPSE-8648;normal;RESOLVED;StyledText - Caret can be hidden under scrollbar;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-306;ECLIPSE-8737;normal;RESOLVED;No Selection event when DND starts;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-307;ECLIPSE-8791;normal;RESOLVED;Overaggressive focus grabbing;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-308;ECLIPSE-8837;normal;VERIFIED;window position changed incorrectly in Shell.open();FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-309;ECLIPSE-8865;major;RESOLVED;Exception when creating a ToolItem with a null image in Linux;FR;0;0;0;1;0;0;1
ECLIPSE_PROJECT-310;ECLIPSE-8906;normal;RESOLVED;Labels in build properties page are truncated;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-311;ECLIPSE-8942;minor;RESOLVED;wrong text indent in a table when use image;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-312;ECLIPSE-8984;enhancement;RESOLVED;CTabFolder.MIN_TAB_WIDTH should not be static;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-313;ECLIPSE-9022;normal;RESOLVED;Linux: Teee Viewer does not get defualt Selection;FR;0;0;0;1;0;0;1
ECLIPSE_PROJECT-314;ECLIPSE-9029;major;RESOLVED;GC.setClipping(Rectangle) should handle null argument on GTK;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-315;ECLIPSE-9072;normal;VERIFIED;Table Tree does not pick up windows settings changes;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-316;ECLIPSE-9075;normal;RESOLVED;Tooltips only partially displayed in Hoverhelp.java example;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-317;ECLIPSE-9091;normal;RESOLVED;StyledText in SINGLE mode should look more like a Text widget;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-318;ECLIPSE-9172;normal;RESOLVED;SWT AddressBook Example calls undefined method;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-319;ECLIPSE-9191;normal;RESOLVED;Walkback in CVS console;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-320;ECLIPSE-9287;critical;CLOSED;Combo.setText does not work;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-321;ECLIPSE-9364;major;RESOLVED;Exception in StyledText;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-322;ECLIPSE-9773;normal;RESOLVED;Font and Color dialogs do not appear centred on parent;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-323;ECLIPSE-9950;normal;CLOSED;ColorDialog weird behavior;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-324;ECLIPSE-9959;critical;RESOLVED;Persistent Eclipse NPE on startup;Performance;0;0;0;0;0;1;0
ECLIPSE_PROJECT-325;ECLIPSE-10135;enhancement;VERIFIED;[preferences] Should be able to set the colors of the Selection.;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-326;ECLIPSE-10158;enhancement;RESOLVED;[hovering] Report protection in hover-help;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-327;ECLIPSE-10407;normal;RESOLVED;[Dialogs] Find dialog: initial text not selected;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-328;ECLIPSE-10694;normal;CLOSED;[templates] need more flexible type mechanism;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-329;ECLIPSE-10745;enhancement;RESOLVED;indicate overriden methods;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-330;ECLIPSE-11020;enhancement;RESOLVED;[templates] Template support beyond Java editor;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-331;ECLIPSE-11624;enhancement;RESOLVED;[DnD] [navigation] text drag and drop;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-332;ECLIPSE-11668;enhancement;RESOLVED;Add emacs-style Alt hippie auto completion;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-333;ECLIPSE-5849;normal;RESOLVED;Java editor is slow to delete in a file with lots of fields;Performance;0;0;0;0;0;1;0
ECLIPSE_PROJECT-334;ECLIPSE-11520;normal;RESOLVED;ShellAdapter.shellDeactivated() never called on Linux-Motif;FR;0;0;0;1;0;0;1
ECLIPSE_PROJECT-335;ECLIPSE-8389;normal;RESOLVED;MouseUp not reported correctly if DragDetect hooked;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-336;ECLIPSE-13239;normal;RESOLVED;Java editors dont update for font preference change;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-337;ECLIPSE-12900;normal;RESOLVED;Cant search for files with search;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-338;ECLIPSE-21736;normal;RESOLVED;code assist: Create parameter does not work when method thorws;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-339;ECLIPSE-7400;major;RESOLVED;Single line text fields not firing Key Pressed events for the Enter Up(arrow) and Down(arrow) keys;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-340;ECLIPSE-18265;enhancement;RESOLVED;Want to turn off Javadoc help but keep error help;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-341;ECLIPSE-16137;normal;RESOLVED;Cannot modify fragments;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-342;ECLIPSE-18607;major;RESOLVED;XP Look and Feel 3D border appearance on some widgets does not match single blue line border on other widgets;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-343;ECLIPSE-15559;major;RESOLVED;JAWS reads the parent window for dialog shells;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-344;ECLIPSE-16828;normal;RESOLVED;CTabFolder flashing tooltip;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-345;ECLIPSE-22320;normal;RESOLVED;Coolbar - delete item behavior problem;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-346;ECLIPSE-17844;normal;RESOLVED;Sample XML editor: Copy/Paste/Undo/ect dont work;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-347;ECLIPSE-6873;major;RESOLVED;Decorations.setImage() throws NPE on WINCE;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-348;ECLIPSE-17232;critical;RESOLVED;WWinPluginAction is a source of memory leak;Performance;0;0;0;0;0;1;0
ECLIPSE_PROJECT-349;ECLIPSE-13194;normal;RESOLVED;usability: editor tabs;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-350;ECLIPSE-22779;critical;RESOLVED;Eclipse linux-motif GPFs  on exit on J9;FR;0;0;0;1;0;0;1
ECLIPSE_PROJECT-351;ECLIPSE-6770;normal;RESOLVED;Only the left mouse button should select in a Table.;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-352;ECLIPSE-6790;major;RESOLVED;Touching code assist scrollbar dumps javacore;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-353;ECLIPSE-22920;normal;RESOLVED;AppServer.remove(...) throws NPE if Tomcat is not yet started;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-354;ECLIPSE-16732;major;RESOLVED;text search: memory leak because of not un-registered listener;Performance;0;0;1;0;0;1;0
ECLIPSE_PROJECT-355;ECLIPSE-17365;normal;VERIFIED;Text Editor: icons in vert. ruler disappear for partial top line;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-356;ECLIPSE-5904;major;RESOLVED;Linux motif performance problem;Performance;0;0;0;0;0;1;0
ECLIPSE_PROJECT-357;ECLIPSE-19394;normal;RESOLVED;False unsaved changes notification from launch configs;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-358;ECLIPSE-8390;normal;RESOLVED;Registry view needs to be updated for the 2.0;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-359;ECLIPSE-21075;normal;RESOLVED;Import to filesystem can only browse when empty;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-360;ECLIPSE-17374;normal;VERIFIED;java search page - mnemonic clash for Dec&larations and Se&lected Resources;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-361;ECLIPSE-17244;minor;VERIFIED;Search Menu - &File and Re&ferences mnemonics clash;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-362;ECLIPSE-10482;major;RESOLVED;View will not Move via Pull Down;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-363;ECLIPSE-22926;major;VERIFIED;Clipboard copy/paste is cut/paste on Windows 98;FR;0;0;0;1;0;0;1
ECLIPSE_PROJECT-364;ECLIPSE-6180;critical;RESOLVED;Wake mechanism broken on Motif;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-365;ECLIPSE-20564;minor;RESOLVED;Changing editor colors require editor restart.;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-366;ECLIPSE-21376;normal;RESOLVED;Takes long time for help browser to close.;Performance;0;0;1;0;0;1;0
ECLIPSE_PROJECT-367;ECLIPSE-7962;minor;VERIFIED;SWT.getPlatform() javadoc incorrect for return description;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-368;ECLIPSE-12673;enhancement;RESOLVED;[hovering] Unresolved Escape Sequences of Java-Doc Comments;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-369;ECLIPSE-15208;normal;RESOLVED;StyledText - text change even mechanism poorly documented;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-370;ECLIPSE-16990;normal;RESOLVED;ToolBar does not send MouseHover events;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-371;ECLIPSE-19498;critical;RESOLVED;Severe: workbench crash after deleting project with open editor;Reliability;1;0;0;0;0;0;0
ECLIPSE_PROJECT-372;ECLIPSE-18266;enhancement;VERIFIED;Turning off lightbulb preference doesnt turn the lights off right away;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-373;ECLIPSE-19244;major;RESOLVED;Spacing between Table rows grows with number of rows;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-374;ECLIPSE-16987;normal;RESOLVED;[CCombo] does not respond to MouseWheel;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-375;ECLIPSE-8273;normal;RESOLVED;horizontal scorllbar does not allow scrolling when required;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-376;ECLIPSE-19075;normal;VERIFIED;Rename Java file to non Java file causes most actions to crash;Reliability;1;1;0;0;0;0;0
ECLIPSE_PROJECT-377;ECLIPSE-7341;normal;RESOLVED;red X not shown on editor tab of read-only .java files;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-378;ECLIPSE-17164;normal;RESOLVED;Java Editor: small line numbering glitch;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-379;ECLIPSE-13147;normal;RESOLVED;Starting tomcat server on plugin startup;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-380;ECLIPSE-17461;enhancement;RESOLVED;Infocenter should use the update manager;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-381;ECLIPSE-2059;enhancement;RESOLVED;[Workbench] CVS password saving between session (1GDX7JK);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-382;ECLIPSE-7435;normal;RESOLVED;ArrayIndexOutBoundsException occurs when using Solaris through remote terminal;Portability;0;0;0;1;0;0;0
ECLIPSE_PROJECT-383;ECLIPSE-21623;normal;RESOLVED;List.setSelection (int start int end) fails on Motif;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-384;ECLIPSE-4611;normal;RESOLVED;StyledText - StringIndexOutOfBounds exception inserting text in line break (1GEID8B);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-385;ECLIPSE-4720;normal;RESOLVED;Eclipse freezes during drag & drop operation (1GF7RRH);Usability;0;0;1;0;0;1;0
ECLIPSE_PROJECT-386;ECLIPSE-12352;normal;RESOLVED;Text editor doesnt fire selection changes when caret moves;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-387;ECLIPSE-4999;normal;RESOLVED;Automatic Code Assist needs to be smarter #7;Other;0;0;0;0;0;0;1
ECLIPSE_PROJECT-388;ECLIPSE-20615;normal;RESOLVED;Override methods dialog too greedy with focus also has no vertical scrollbar;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-389;ECLIPSE-7068;normal;RESOLVED;ScrollBar.setVisible(true) does not work after changing values;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-390;ECLIPSE-14288;normal;RESOLVED;File Search in M5 usability problem;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-391;ECLIPSE-17275;normal;RESOLVED;Move: Update reference checkbox disabled;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-392;ECLIPSE-4862;normal;RESOLVED;Check for isDisposed() in dispose after sending Dispose Calback (1GLC25X);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-393;ECLIPSE-15637;normal;RESOLVED;Cheese in Table when setting column image;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-394;ECLIPSE-10170;normal;RESOLVED;Externalize strings doesnt insert CR into properties file;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-395;ECLIPSE-20382;enhancement;RESOLVED;Resolve ambiguous import quick fix [quick fix];FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-396;ECLIPSE-7018;normal;RESOLVED;Tree does not honor SWT.CHECK style;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-397;ECLIPSE-18930;normal;RESOLVED;Wrong content displayed in tabs in the Launch Configuration Dialog;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-398;ECLIPSE-20441;normal;RESOLVED;TVT2: Word order of the title needs to be changed;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-399;ECLIPSE-15732;normal;RESOLVED;String not found message not cleared;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-400;ECLIPSE-22661;normal;RESOLVED;StyledText - Shift+Alt+<character> inserts character;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-401;ECLIPSE-8213;normal;RESOLVED;exception: widget is disposed;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-402;ECLIPSE-6852;normal;RESOLVED;StyledText - verify event character invalid value;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-403;ECLIPSE-5935;normal;RESOLVED;StyledText - up/down arrow behavior wrt varying line lengths;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-404;ECLIPSE-6685;normal;RESOLVED;StyledText - on setFont caret not being positioned correctly;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-405;ECLIPSE-20176;major;RESOLVED;TableItem.getText(int) returns garbage in GTK;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-406;ECLIPSE-8167;normal;RESOLVED;Mnemonic collisions in Search View;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-407;ECLIPSE-7632;normal;RESOLVED;Tree widget doesnt select item with focus on right-click;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-408;ECLIPSE-6500;enhancement;RESOLVED;Available Search pages should be configurable;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-409;ECLIPSE-20829;normal;RESOLVED;Duplicate mnemonics in Edit menu;Usability;0;0;1;0;0;0;0
